job_id,job_title,job_url,company_name,location_raw,city,posted_date_raw,job_type,work_mode,experience_level,category_tags,source_category,scraped_at
pparwqgoo5vv,Administrative Assistant,https://wuzzuf.net/jobs/p/pparwqgoo5vv-administrative-assistant-acrylicon-egypt-for-flooring-cairo-egypt,Acrylicon Egypt for flooring -,"Acrylicon Egypt for flooring - Cairo, Egypt 2 months ago",Egypt 2 months ago,2 months ago,Full Time,On-site,Experienced,"Full Time,On-site,Experienced,Administration,Human Resources,Time Management,Communication,Administrative Support,Scheduling,Record Keeping,Customer Service,Microsoft Office Suite,Human Resources (HR) Administration",IT-Software-Development,2026-04-16T00:43:46.037889+00:00
fpivg8pnfx8f,Sales Representative,https://wuzzuf.net/jobs/p/fpivg8pnfx8f-sales-representative-nefertari-jm-for-electrical-industries-cairo-egypt,Nefertari-JM for Electrical Industries -,"Nefertari-JM for Electrical Industries - Obour City, Cairo, Egypt 2 months ago",Egypt 2 months ago,2 months ago,Full Time,Hybrid,Experienced,"Full Time,Hybrid,Experienced,Business Development,Manufacturing/Production,Sales/Retail,Outdoor Sales,Indoor Sales,Sales,Sales Field,Sales Target",IT-Software-Development,2026-04-16T00:43:46.037889+00:00
ozfvx3nblmba,Learning & Development Specialist,https://wuzzuf.net/jobs/p/ozfvx3nblmba-learning-development-specialist-elabd-foods-giza-egypt,Elabd Foods -,"Elabd Foods - Abu Rawash, Giza, Egypt 2 months ago",Egypt 2 months ago,2 months ago,Full Time,On-site,Experienced,"Full Time,On-site,Experienced,Human Resources,Training Programs,Traning management,HR,Corporate Training",IT-Software-Development,2026-04-16T00:43:46.037889+00:00
0vd41osbhixq,Talent Acquisition Specialist,https://wuzzuf.net/jobs/p/0vd41osbhixq-talent-acquisition-specialist-ebss-elite-business-solution-service-cairo-egypt,EBSS - Elite Business Solution Service -,"EBSS - Elite Business Solution Service - Cairo, Egypt 2 months ago",Egypt 2 months ago,2 months ago,Full Time,Remote,Experienced,"Full Time,Remote,Experienced,Human Resources,Talent acquisition,Recruitment,Sourcing,Interviewing,Employer Branding,HR Technologies,Communication Skills,Negotiation Skills",IT-Software-Development,2026-04-16T00:43:46.037889+00:00
qsyzlw9kcmgh,Senior HR Generalist,https://wuzzuf.net/jobs/p/qsyzlw9kcmgh-senior-hr-generalist-zahranco-engineering-trade-cairo-egypt,Zahranco Engineering Trade -,"Zahranco Engineering Trade - Nasr City, Cairo, Egypt 2 months ago",Egypt 2 months ago,2 months ago,Full Time,On-site,Experienced,"Full Time,On-site,Experienced,Administration,Human Resources,Operations/Management,HR,Recruitment,Benefits Management,Retention",IT-Software-Development,2026-04-16T00:43:46.037889+00:00
w70xxaarva19,Sales Administrator,https://wuzzuf.net/jobs/p/w70xxaarva19-sales-administrator-safa-soft-cairo-egypt,Safa Soft -,"Sales Administrator Safa Soft - Maadi, Cairo, Egypt 2 months ago",Egypt 2 months ago,2 months ago,Full Time,On-site,Entry Level,"Full Time,On-site,Entry Level,Administration,Customer Service/Support,Sales/Retail,Time Management,Organization Skills,Presentations,Account Management,Business Administration,Business Development,CRM",IT-Software-Development,2026-04-16T00:43:46.037889+00:00
e8tt8tpa4rii,Quality Assurance Specialist - Night Shifts,https://wuzzuf.net/jobs/p/e8tt8tpa4rii-quality-assurance-specialist-night-shifts-ift-corporation-cairo-egypt,IFT Corporation -,"IFT Corporation - New Cairo, Cairo, Egypt 2 months ago",Egypt 2 months ago,2 months ago,Full Time,On-site,Experienced,"Full Time,On-site,Experienced,Medical/Healthcare,Quality,Pharmaceutical,QA,Quality Assurance,Veterinary,English,QC",IT-Software-Development,2026-04-16T00:43:46.037889+00:00
etvtxfgjqrr2,Business Market Researcher,https://wuzzuf.net/jobs/p/etvtxfgjqrr2-business-market-researcher-mena-intel-cairo-egypt,MENA INTEL -,"Business Market Researcher MENA INTEL - Nasr City, Cairo, Egypt 2 months ago",Egypt 2 months ago,2 months ago,Full Time,On-site,Entry Level,"Full Time,On-site,Entry Level,Business Development,Analyst/Research,Sales/Retail,English,Communication skills,Telesales,Social Media,Market Research,Research Analysis,Customer Support",IT-Software-Development,2026-04-16T00:44:00.600079+00:00
pq3elfthxqzb,AR Accountant - Night Shift,https://wuzzuf.net/jobs/p/pq3elfthxqzb-ar-accountant-night-shift-ift-corporation-cairo-egypt,IFT Corporation -,"IFT Corporation - New Cairo, Cairo, Egypt 2 months ago",Egypt 2 months ago,2 months ago,Full Time,On-site,Experienced,"Full Time,On-site,Experienced,Accounting/Finance,Accounting,Finance,Microsoft Office,AR,Accounts Receivable,SAP,English,Financial Analysis,Financial",IT-Software-Development,2026-04-16T00:44:00.600079+00:00
3swniy9adfbm,Senior Sales & Marketing Specialist,https://wuzzuf.net/jobs/p/3swniy9adfbm-senior-sales-marketing-specialist-modern-travel-and-fleet-fix-for-limousine-and-maintenance-cairo-egypt,Modern travel and fleet fix for limousine and maintenance -,"New Cairo, Cairo, Egypt",Cairo,2 months ago,Full Time,On-site,Experienced,"Full Time,On-site,Experienced,Business Development,Marketing/PR/Advertising,Sales/Retail,Sales Strategy,Marketing Campaign Management,Market Analysis,Negotiation,Customer Relationship Management (CRM)",IT-Software-Development,2026-04-16T00:44:00.600079+00:00
deahutcxypuj,Administrative Assistant - Private University,https://wuzzuf.net/jobs/p/deahutcxypuj-administrative-assistant-private-university-hi-q-academy-sharqia-egypt,Hi-Q Academy -,"Hi-Q Academy - Alsalihiyyah Aljadidah, Sharqia, Egypt 2 months ago",Egypt 2 months ago,2 months ago,Full Time,Hybrid,Experienced,"Full Time,Freelance / Project,Hybrid,Experienced,Administration,Operations/Management,Time Management,Multitasking,Microsoft Word,Microsoft Excel,Communication Skills,Organizational Skills,Customer Service,Administrative Support",IT-Software-Development,2026-04-16T00:44:00.600079+00:00
hj9bbxherytl,Financial Auditor,https://wuzzuf.net/jobs/p/hj9bbxherytl-financial-auditor-cairo-egypt,,"Financial Auditor Confidential - Nasr City, Cairo, Egypt 2 months ago",Egypt 2 months ago,2 months ago,Full Time,On-site,Experienced,"Full Time,On-site,Experienced,Accounting/Finance,Quality,Auditing,Financial Auditing,Certified Internal Auditor (CIA),Certified Internal Auditor,External Auditing,Financial Accounting,Payable Accounting,Treasury Accounting",IT-Software-Development,2026-04-16T00:44:00.600079+00:00
uich6y4p86wi,Inbound Senior Tour Operator,https://wuzzuf.net/jobs/p/uich6y4p86wi-inbound-senior-tour-operator-vantage-travels-cairo-egypt,Vantage Travels -,"Vantage Travels - Nasr City, Cairo, Egypt 2 months ago",Egypt 2 months ago,2 months ago,Full Time,On-site,Experienced,"Full Time,On-site,Experienced,Tourism/Travel,Hotels,Communication skills,Tourism,Travel,Marketing,Tours,sales skills,Inbound,Inbound tourism",IT-Software-Development,2026-04-16T00:44:00.600079+00:00
bwhu9inexdzn,Operations Manager,https://wuzzuf.net/jobs/p/bwhu9inexdzn-operations-manager-vantage-travels-cairo-egypt,Vantage Travels -,"Operations Manager Vantage Travels - Nasr City, Cairo, Egypt 2 months ago",Egypt 2 months ago,2 months ago,Full Time,On-site,Operations Manager,"Full Time,On-site,Manager,Tourism/Travel,inbound packages,Tourism,Travel Arrangements,Travel,travel itinerares,Logistics Operations,hotels,Nile cruises,travel agency",IT-Software-Development,2026-04-16T00:44:00.600079+00:00
fsuz8qvs1vdo,Inbound Tour Operator,https://wuzzuf.net/jobs/p/fsuz8qvs1vdo-inbound-tour-operator-vantage-travels-cairo-egypt,Vantage Travels -,"Inbound Tour Operator Vantage Travels - Nasr City, Cairo, Egypt 2 months ago",Egypt 2 months ago,2 months ago,Full Time,On-site,Experienced,"Full Time,On-site,Experienced,Tourism/Travel,Tourism,Travel,tour operator,inbound,inbound tourism,Nile Cruise,inbound packages,Itinerary Planning,incoming",IT-Software-Development,2026-04-16T00:44:00.600079+00:00
ttnuts8u9tvl,Marketing Director - Real Estate,https://wuzzuf.net/jobs/p/ttnuts8u9tvl-marketing-director-real-estate-cairo-egypt,,"Confidential - Mokattam, Cairo, Egypt 2 months ago",Egypt 2 months ago,2 months ago,Full Time,On-site,Marketing Director - Real Estate,"Full Time,On-site,Senior Management,Marketing/PR/Advertising,Media/Journalism/Publishing,Marketing,Real Estate,Social Media,Communication,Google Ads,Online Marketing,Digital Marketing",IT-Software-Development,2026-04-16T00:44:00.600079+00:00
1eucl8v9j3zz,Sales Executive,https://wuzzuf.net/jobs/p/1eucl8v9j3zz-sales-executive-safa-soft-cairo-egypt,Safa Soft -,"Sales Executive Safa Soft - Maadi, Cairo, Egypt 2 months ago",Egypt 2 months ago,2 months ago,Full Time,On-site,Entry Level,"Full Time,On-site,Entry Level,Business Development,Sales/Retail,Software Sales,Market Research,Contract Negotiation,Customer Satisfaction,Customer Service,Sales,Sales Target",IT-Software-Development,2026-04-16T00:44:00.600079+00:00
nrvdyzboexah,Talent Acquisition Specialist- Operation,https://wuzzuf.net/jobs/p/nrvdyzboexah-talent-acquisition-specialist-operation-kandil-glass-cairo-egypt,Kandil Glass -,"Kandil Glass - 10th of Ramadan City, Cairo, Egypt 2 months ago",Egypt 2 months ago,2 months ago,Full Time,On-site,Experienced,"Full Time,On-site,Experienced,Human Resources,Blue Collar,Human Resources (HR),Business Administration,Manufacturing,Industrial Sectors,Mass Hiring,Microsoft Office,HR Systems",IT-Software-Development,2026-04-16T00:44:00.600079+00:00
dwddu6bz4xid,Junior Accountant,https://wuzzuf.net/jobs/p/dwddu6bz4xid-junior-accountant-cairo-egypt,,"Junior Accountant Confidential - Maadi, Cairo, Egypt 2 months ago",Egypt 2 months ago,2 months ago,Full Time,On-site,Junior Accountant,"Full Time,On-site,Entry Level,Accounting/Finance,Administration,Banking,Accounting,Account Management,Financial Accounting,Accounting Reports,Business Administration,Journal Entries,General Ledger",IT-Software-Development,2026-04-16T00:44:00.600079+00:00
cheznvazvwvg,Maintenance Planning Engineer,https://wuzzuf.net/jobs/p/cheznvazvwvg-maintenance-planning-engineer-ship-c-r-e-w-alexandria-egypt,Ship & C.R.E.W -,"Ship & C.R.E.W - Mafrouza, Alexandria, Egypt 2 months ago",Egypt 2 months ago,2 months ago,Full Time,On-site,Entry Level,"Full Time,On-site,Entry Level,Installation/Maintenance/Repair,Engineering - Mechanical/Electrical,Planning,Communication,Microsoft Office,Data Analysis,Engineering,Engineering Services,Engineering Service,Engineering Field",IT-Software-Development,2026-04-16T00:44:00.600079+00:00
8jt66ota4k3i,Sales Coordinator: Hospitality Group,https://wuzzuf.net/jobs/p/8jt66ota4k3i-sales-coordinator-hospitality-group-everything-restaurants-cairo-egypt,Everything Restaurants -,"Everything Restaurants - Heliopolis, Cairo, Egypt 2 months ago",Egypt 2 months ago,2 months ago,Full Time,Hybrid,Experienced,"Full Time,Hybrid,Experienced,Hospitality/Hotels/Food Services,sales,Reservation,Booking,Events Coordination,Administration,Catering,Customer Care,Hospitality",IT-Software-Development,2026-04-16T00:44:00.600079+00:00
bqr0xq5lmzht,General Accountant,https://wuzzuf.net/jobs/p/bqr0xq5lmzht-general-accountant-mobco-civil-construction-cairo-egypt,Mobco Civil Construction -,"Mobco Civil Construction - New Cairo, Cairo, Egypt 2 months ago",Egypt 2 months ago,2 months ago,Full Time,On-site,Experienced,"Full Time,On-site,Experienced,Accounting/Finance,Administration,Banking,Accounting,Financial Accounting,Accounting Reports,Financial Services",IT-Software-Development,2026-04-16T00:44:00.600079+00:00
2ua462uzxncs,Design Manager (Design Management),https://wuzzuf.net/jobs/p/2ua462uzxncs-design-manager-design-management-capital-link-developments-cairo-egypt,Capital Link Developments -,"Capital Link Developments - New Cairo, Cairo, Egypt 2 months ago",Egypt 2 months ago,2 months ago,Full Time,On-site,Design Manager (Design Management),"Full Time,On-site,Manager,Engineering - Construction/Civil/Architecture,Design,Design Management,design manager,architectural,Coordination",IT-Software-Development,2026-04-16T00:44:00.600079+00:00
hseq4amdco4b,Legal Researcher,https://wuzzuf.net/jobs/p/hseq4amdco4b-legal-researcher-cairo-egypt,,"Legal Researcher Confidential - Maadi, Cairo, Egypt 2 months ago",Egypt 2 months ago,2 months ago,Full Time,On-site,Entry Level,"Full Time,On-site,Entry Level,Administration,Legal,Legal research,Analytical thinking,Communication,Problem-solving,Attention to detail,Team collaboration",IT-Software-Development,2026-04-16T00:44:00.600079+00:00
cgox1bjbd2tr,Motion Graphics Designer,https://wuzzuf.net/jobs/p/cgox1bjbd2tr-motion-graphics-designer-protection-giza-egypt,Protection -,"Motion Graphics Designer Protection - Sheikh Zayed, Giza, Egypt 2 months ago",Egypt 2 months ago,2 months ago,Full Time,On-site,Experienced,"Full Time,On-site,Experienced,Creative/Design/Art,Graphic,Graphic Design,Design,Creative,illustrator,indesign,Adobe Photoshop,Adobe illustrator,After Effects",IT-Software-Development,2026-04-16T00:44:00.600079+00:00
sgsytqxnelyx,General Accountant,https://wuzzuf.net/jobs/p/sgsytqxnelyx-general-accountant-abou-seif-group-cairo-egypt,Abou Seif Group -,"General Accountant Abou Seif Group - Obour City, Cairo, Egypt 2 months ago",Egypt 2 months ago,2 months ago,Full Time,On-site,Experienced,"Full Time,On-site,Experienced,Accounting/Finance,Banking,Accounting,Financial Accounting,Financial Analysis,Cash Control,Cash Handling,Cash Flow Management,ERP System,ERP",IT-Software-Development,2026-04-16T00:44:00.600079+00:00
ejfatsumjsbt,Math Teacher Year 3,https://wuzzuf.net/jobs/p/ejfatsumjsbt-math-teacher-year-3-cairo-egypt,,"Math Teacher Year 3 Confidential - New Cairo, Cairo, Egypt 2 months ago",Egypt 2 months ago,2 months ago,Full Time,On-site,Experienced,"Full Time,On-site,Experienced,Education/Teaching,teacher,international,Schools,educational,Math,Mathematics,Math Teacher,Teaching,Math Teaching",IT-Software-Development,2026-04-16T00:44:00.600079+00:00
mmpfk7ce4sah,IT -Technical Support Engineer,https://wuzzuf.net/jobs/p/mmpfk7ce4sah-it-technical-support-engineer-nagada-giza-egypt,NAGADA -,"IT -Technical Support Engineer NAGADA - Dokki, Giza, Egypt 2 months ago",Egypt 2 months ago,2 months ago,Part Time,Hybrid,Experienced,"Part Time,Hybrid,Experienced,IT/Software Development,Windows,Computer Maintenance,Surveillance Cameras,NVR,DVR,Database Systems,Computer Science,Engineering,Information Technology (IT)",IT-Software-Development,2026-04-16T00:44:17.782719+00:00
3xbeujagyo7z,"Business Development Engineer - Cairo, Egypt",https://wuzzuf.net/jobs/p/3xbeujagyo7z-business-development-engineer-cairo-egypt-sollatek-global-manufacturing-cairo-egypt,SOLLATEK GLOBAL MANUFACTURING -,"SOLLATEK GLOBAL MANUFACTURING - Heliopolis, Cairo, Egypt 2 months ago",Egypt 2 months ago,2 months ago,Full Time,On-site,Manager,"Full Time,On-site,Manager,Customer Service/Support,Sales/Retail,Engineering - Mechanical/Electrical,Business Development,Sales Planning,Management,Customer Relationship Management (CRM),Technical Sales,Market Analysis,Negotiation",IT-Software-Development,2026-04-16T00:44:17.782719+00:00
2gqtjhkhg9na,Sales Manager,https://wuzzuf.net/jobs/p/2gqtjhkhg9na-sales-manager-sollatek-global-manufacturing-cairo-egypt,SOLLATEK GLOBAL MANUFACTURING -,"SOLLATEK GLOBAL MANUFACTURING - Heliopolis, Cairo, Egypt 2 months ago",Egypt 2 months ago,2 months ago,Full Time,On-site,Sales Manager,"Full Time,On-site,Manager,Customer Service/Support,Sales/Retail,Engineering - Mechanical/Electrical,Sales,Management,Customer Relations,Electronics Engineering,Sales Management,Customer Relationship Management,Sales Strategy",IT-Software-Development,2026-04-16T00:44:17.782719+00:00
gc6nvfofzyyh,Mechanical Maintenance Section Head,https://wuzzuf.net/jobs/p/gc6nvfofzyyh-mechanical-maintenance-section-head-pyramid-glass-egypt-alexandria-egypt,Pyramid Glass Egypt -,"Pyramid Glass Egypt - Bourj Alarab, Alexandria, Egypt 2 months ago",Egypt 2 months ago,2 months ago,Full Time,On-site,Manager,"Full Time,On-site,Manager,Manufacturing/Production,Engineering - Mechanical/Electrical,Mechanical Engineering,Maintenance Manager,Preventive & Predictive Maintenance,SAP Business One",IT-Software-Development,2026-04-16T00:44:17.782719+00:00
9crokn2ntj1w,Warehouse Manager,https://wuzzuf.net/jobs/p/9crokn2ntj1w-warehouse-manager-ibn-sina-pharma-cairo-egypt,Ibn Sina Pharma -,"Warehouse Manager Ibn Sina Pharma - Shubra, Cairo, Egypt 2 months ago",Egypt 2 months ago,2 months ago,Full Time,On-site,Warehouse Manager,"Full Time,On-site,Entry Level,Logistics/Supply Chain,Operations/Management,Problem Solving,Communication,Six Sigma,Logistics,WH,Pharmaceutical",IT-Software-Development,2026-04-16T00:44:17.782719+00:00
4d5cyj9mjm5s,Head OF Accounting,https://wuzzuf.net/jobs/p/4d5cyj9mjm5s-head-of-accounting-roxy-plast-cairo-egypt,Roxy Plast -,"Head OF Accounting Roxy Plast - Heliopolis, Cairo, Egypt 2 months ago",Egypt 2 months ago,2 months ago,Full Time,On-site,Manager,"Full Time,On-site,Manager,Accounting/Finance,ERP System,Financial Accounting,Construction Field",IT-Software-Development,2026-04-16T00:44:17.782719+00:00
uul87i1eayqs,Retail Sales Specialist,https://wuzzuf.net/jobs/p/uul87i1eayqs-retail-sales-specialist-raya-auto-giza-egypt,RAYA Auto -,"Retail Sales Specialist RAYA Auto - 6th of October, Giza, Egypt 2 months ago",Egypt 2 months ago,2 months ago,Full Time,On-site,Experienced,"Full Time,On-site,Experienced,Sales/Retail,Customer Satisfaction,Negotiation,Sales,Sales Field,Sales Target,Outdoor Sales,Indoor Sales,Sales Planning",IT-Software-Development,2026-04-16T00:44:17.782719+00:00
l2034ilhdngs,Sales Executive – Media & Video Production Training,https://wuzzuf.net/jobs/p/l2034ilhdngs-sales-executive-media-video-production-training-mantejli-cairo-egypt,Mantejli -,"Mantejli - Heliopolis, Cairo, Egypt 2 months ago",Egypt 2 months ago,2 months ago,Full Time,On-site,Experienced,"Full Time,On-site,Experienced,Sales/Retail,Training/Instructor,Sales,Sales Field,Sales Target,Digital Marketing,Video Editing,Media Production,Production Training",IT-Software-Development,2026-04-16T00:44:17.782719+00:00
riwtulcnrs2w,HR Manager,https://wuzzuf.net/jobs/p/riwtulcnrs2w-hr-manager-cairo-egypt,,"HR Manager Confidential - Cairo, Egypt 2 months ago",Egypt 2 months ago,2 months ago,Full Time,On-site,HR Manager,"Full Time,On-site,Manager,Human Resources,talent aq,Performance Appraisal,HR Policies,HR Systems,Talent Acquisition,Employee Relations,Conflict Resolution,Compensation & Benefits Administration,Recruitment Strategies",IT-Software-Development,2026-04-16T00:44:17.782719+00:00
lbvmx9jrcclf,Odoo Implementer,https://wuzzuf.net/jobs/p/lbvmx9jrcclf-odoo-implementer-digizilla-cairo-egypt,Digizilla -,"Odoo Implementer Digizilla - Nasr City, Cairo, Egypt 2 months ago",Egypt 2 months ago,2 months ago,Full Time,On-site,Entry Level,"Full Time,On-site,Entry Level,Accounting/Finance,IT/Software Development,Odoo ERP,ERP Implementation,buiness process analysis,user training,Communication,Client Support,Problem Solving,Documentation",IT-Software-Development,2026-04-16T00:44:17.782719+00:00
c4ov52ehui0h,Sales Marketing Executive,https://wuzzuf.net/jobs/p/c4ov52ehui0h-sales-marketing-executive-physio-spot-cairo-egypt,Physio Spot -,"Sales Marketing Executive Physio Spot - New Cairo, Cairo, Egypt 2 months ago",Egypt 2 months ago,2 months ago,Full Time,On-site,Entry Level,"Full Time,On-site,Entry Level,Marketing/PR/Advertising,Sales/Retail,Social Media,Online Marketing,Sales,Sales Field,Sales Target,Social Media Marketing,Online Advertising,Sales Techniques",IT-Software-Development,2026-04-16T00:44:17.782719+00:00
gnsyidfpqpoi,HSE Manager,https://wuzzuf.net/jobs/p/gnsyidfpqpoi-hse-manager-cairo-egypt,,"HSE Manager Confidential - 10th of Ramadan City, Cairo, Egypt 2 months ago",Egypt 2 months ago,2 months ago,Full Time,On-site,HSE Manager,"Full Time,On-site,Manager,Manufacturing/Production,Engineering - Mechanical/Electrical,HSE,Operations,Safety,NEBOSH,quality,Engineering,Manufacturing Industry,ISO 14001",IT-Software-Development,2026-04-16T00:44:17.782719+00:00
71uuuiayql4l,Medical Sales Specialist,https://wuzzuf.net/jobs/p/71uuuiayql4l-medical-sales-specialist-bm-egypt-beni-suef-egypt,BM-Egypt -,"Medical Sales Specialist BM-Egypt - Beni Suef, Beni Suef, Egypt 2 months ago",Egypt 2 months ago,2 months ago,Full Time,On-site,Entry Level,"Full Time,On-site,Entry Level,Medical/Healthcare,Sales Field,ourdoor,Communication,Outdoor Sales,Communication Skills,Medical Sales,Healthcare Industry Knowledge,Relationship Building,Negotiation",IT-Software-Development,2026-04-16T00:44:17.782719+00:00
c5jcbmouwd0x,Account Manager,https://wuzzuf.net/jobs/p/c5jcbmouwd0x-account-manager-office-hub-cairo-egypt,Office Hub -,"Account Manager Office Hub - Cairo, Egypt 2 months ago",Egypt 2 months ago,"Office Hub - Cairo, Egypt 2 months ago",Full Time,On-site,Account Manager,"Full Time,On-site,Entry Level,Business Development,Customer Service/Support,Consultative Selling,Client Relationship Management,Upselling,Cross-selling,(Problem Solving Under Pressure,Community Building,Business Awareness,Communication",IT-Software-Development,2026-04-16T00:44:17.782719+00:00
xyksqktfbrtt,Export Sales Specialist,https://wuzzuf.net/jobs/p/xyksqktfbrtt-export-sales-specialist-pico-giza-egypt,PICO -,"Export Sales Specialist PICO - Mohandessin, Giza, Egypt 2 months ago",Egypt 2 months ago,2 months ago,Full Time,On-site,Experienced,"Full Time,On-site,Experienced,Sales/Retail,Export Sales,agriculture field",IT-Software-Development,2026-04-16T00:44:17.782719+00:00
oxzyni14aoxx,Technical Office Engineer,https://wuzzuf.net/jobs/p/oxzyni14aoxx-technical-office-engineer-cleopatra-developments-giza-egypt,Cleopatra Developments -,"Cleopatra Developments - Sheikh Zayed, Giza, Egypt 2 months ago",Egypt 2 months ago,2 months ago,Full Time,On-site,Experienced,"Full Time,On-site,Experienced,Engineering - Construction/Civil/Architecture,Creative/Design/Art,Engineering - Mechanical/Electrical,AutoCAD Architecture,Revit MEP,commercial projects,Mechanical Engineering,Architecture,Electrical Engineering",IT-Software-Development,2026-04-16T00:44:17.782719+00:00
ksv5mrpmevqg,Design Team Leader Engineer,https://wuzzuf.net/jobs/p/ksv5mrpmevqg-design-team-leader-engineer-gps-giza-egypt,GPS -,"Design Team Leader Engineer GPS - 6th of October, Giza, Egypt 2 months ago",Egypt 2 months ago,2 months ago,Full Time,On-site,Experienced,"Full Time,On-site,Experienced,Engineering - Construction/Civil/Architecture,Creative/Design/Art,Architectural Design,Site Supervision,Communication,Problem Solving,Team Collaboration,Technical Drawing Interpretation,Site Engineering,Site Management",IT-Software-Development,2026-04-16T00:44:17.782719+00:00
gdegibtq4qal,Junior Architectural Designer,https://wuzzuf.net/jobs/p/gdegibtq4qal-junior-architectural-designer-gps-giza-egypt,GPS -,"Junior Architectural Designer GPS - 6th of October, Giza, Egypt 2 months ago",Egypt 2 months ago,2 months ago,Full Time,On-site,Junior Architectural Designer,"Full Time,On-site,Experienced,Engineering - Construction/Civil/Architecture,Creative/Design/Art,Architectural Design,Construction Coordination,Communication,Problem Solving,Team Collaboration,Technical Drawing Interpretation,Quality Assurance,Problem - Solving",IT-Software-Development,2026-04-16T00:44:17.782719+00:00
qcihliwtitsu,QA Validation Section Head,https://wuzzuf.net/jobs/p/qcihliwtitsu-qa-validation-section-head-aug-pharma-giza-egypt,AUG Pharma -,"AUG Pharma - 6th of October, Giza, Egypt 2 months ago",Egypt 2 months ago,2 months ago,Full Time,On-site,Manager,"Full Time,On-site,Manager,Quality,Quality Assurance,Validation,Data Validation,Process Validation,Quality Auditing,Quality analysis,Root Cause Analysis,CAPA",IT-Software-Development,2026-04-16T00:44:17.782719+00:00
k7c0hllae0ng,Resident Engineer,https://wuzzuf.net/jobs/p/k7c0hllae0ng-resident-engineer-gps-cairo-egypt,GPS -,"Resident Engineer GPS - Cairo, Egypt 2 months ago",Egypt 2 months ago,"GPS - Cairo, Egypt 2 months ago",Full Time,On-site,Manager,"Full Time,On-site,Manager,Engineering - Construction/Civil/Architecture,Project/Program Management,Site Engineering,Site Management,Construction Management,Team Leadership,Quality Assurance,Health and Safety Compliance,Site Supervision,Project Coordination",IT-Software-Development,2026-04-16T00:44:17.782719+00:00
fx7tvkyqtjep,"Operation Manager ""Textile Industry""",https://wuzzuf.net/jobs/p/fx7tvkyqtjep-operation-manager-textile-industry-goldentex-sharqia-egypt,Goldentex -,"Goldentex - 10th of Ramadan City, Sharqia, Egypt 2 months ago",Egypt 2 months ago,2 months ago,Full Time,On-site,"Operation Manager ""Textile Industry""","Full Time,On-site,Manager,Operations/Management,Manufacturing/Production,Textile Industry,Textile,Management,Operations Management,Leadership Management",IT-Software-Development,2026-04-16T00:44:35.086329+00:00
pt17ttagqxvq,CV Service - Team Leader - Assuit,https://wuzzuf.net/jobs/p/pt17ttagqxvq-cv-service-team-leader-assuit-gb-corp-assiut-egypt,GB Corp -,"CV Service - Team Leader - Assuit GB Corp - Assiut, Egypt 2 months ago",Egypt 2 months ago,"GB Corp - Assiut, Egypt 2 months ago",Full Time,On-site,Experienced,"Full Time,On-site,Experienced,Engineering - Mechanical/Electrical,Engineering - Other,construction vehicles,Engineering Services,Mechanical Engineering,Mechanical Maintenance,Automotive",IT-Software-Development,2026-04-16T00:44:35.086329+00:00
27afql1hpxal,Logistics Manager,https://wuzzuf.net/jobs/p/27afql1hpxal-logistics-manager-egypt-chuan-jin-nuo-chemical-co-ltd-suez-egypt,"Egypt Chuan Jin Nuo Chemical Co.,Ltd -","Egypt Chuan Jin Nuo Chemical Co.,Ltd - Ain Sokhna, Suez, Egypt 2 months ago",Egypt 2 months ago,2 months ago,Full Time,On-site,Logistics Manager,"Full Time,On-site,Manager,Logistics/Supply Chain,Operations/Management,Purchasing/Procurement,import and export,International Trade,Logistics,Logistics Management",IT-Software-Development,2026-04-16T00:44:35.086329+00:00
sl14rf0qtvmb,"Full time Senior ASP Net Core, Blazor Developer",https://wuzzuf.net/jobs/p/sl14rf0qtvmb-full-time-senior-asp-net-core-blazor-developer-sinmar-soft-cairo-egypt,Sinmar Soft -,"Sinmar Soft - New Nozha, Cairo, Egypt 2 months ago",Egypt 2 months ago,2 months ago,"Full time Senior ASP Net Core, Blazor Developer",On-site,Experienced,"Full Time,On-site,Experienced,IT/Software Development,Project/Program Management,Engineering - Telecom/Technology,blazor,MVC,ASP.NET Core,c#.net,ASP.net MVC 5",IT-Software-Development,2026-04-16T00:44:35.086329+00:00
rvvo923bo7mi,Medical Representative - Pharmaceutical Sales,https://wuzzuf.net/jobs/p/rvvo923bo7mi-medical-representative-pharmaceutical-sales-hoechst-pharmaceutical-industries-assiut-egypt,Hoechst pharmaceutical industries -,"Hoechst pharmaceutical industries - Assuit, Assiut, Egypt 2 months ago",Egypt 2 months ago,2 months ago,Full Time,On-site,Entry Level,"Full Time,On-site,Entry Level,Sales/Retail,Pharmaceutical,Medical Sales,Medical,Pharmaceutical Sales,Product Knowledge,Territory Management,Relationship Building,Communication Skills,Negotiation Skills",IT-Software-Development,2026-04-16T00:44:35.086329+00:00
r2d90dtqpx7h,Internet Research And Digital Marketing,https://wuzzuf.net/jobs/p/r2d90dtqpx7h-internet-research-and-digital-marketing-alaghsan-egypt-for-herbs-spices-cairo-egypt,Alaghsan Egypt for Herbs & Spices -,"Alaghsan Egypt for Herbs & Spices - Bab Alshareya, Cairo, Egypt 2 months ago",Egypt 2 months ago,2 months ago,Full Time,On-site,Entry Level,"Full Time,On-site,Entry Level,Business Development,Marketing/PR/Advertising,Sales/Retail,Excitant in internet search & detail marketing,Fluent English,Experience in export,Export,Export Sales,Marketing,Sales",IT-Software-Development,2026-04-16T00:44:35.086329+00:00
