segment_type,segment_value,rank,skill_canonical,skill_category,job_count,demand_score,demand_rank,senior_mentions,mid_mentions,entry_mentions,seniority_skew,gap_signal_score,is_emerging_gap
city,Egypt 16 hours ago,5,Scala,programming_languages,2.0,0.1,,,,,,,
city,Egypt 16 hours ago,6,API Design,tools_practices,2.0,0.1,,,,,,,
city,Egypt 16 hours ago,7,AWS,devops_cloud,2.0,0.1,,,,,,,
city,Egypt 16 hours ago,8,GCP,devops_cloud,2.0,0.1,,,,,,,
city,Egypt 16 hours ago,9,SQL,programming_languages,2.0,0.1,,,,,,,
city,Egypt 16 hours ago,10,Databricks,data_ml_ai,2.0,0.1,,,,,,,
city,Egypt 17 days ago,1,Data Engineering,data_ml_ai,49.0,0.3603,,,,,,,
city,Egypt 17 days ago,2,iOS Development,mobile,33.0,0.2426,,,,,,,
city,Egypt 17 days ago,3,API Design,tools_practices,29.0,0.2132,,,,,,,
city,Egypt 17 days ago,4,Service Mesh,tools_practices,26.0,0.1912,,,,,,,
city,Egypt 17 days ago,5,Design Patterns,tools_practices,20.0,0.1471,,,,,,,
city,Egypt 17 days ago,6,Event-Driven Architecture,tools_practices,18.0,0.1324,,,,,,,
city,Egypt 17 days ago,7,Statistical Analysis,data_ml_ai,16.0,0.1176,,,,,,,
city,Egypt 17 days ago,8,Domain-Driven Design,tools_practices,13.0,0.0956,,,,,,,
city,Egypt 17 days ago,9,Recommendation Systems,data_ml_ai,13.0,0.0956,,,,,,,
city,Egypt 17 days ago,10,Cross-Platform Development,mobile,10.0,0.0735,,,,,,,
city,Egypt 17 hours ago,1,Data Engineering,data_ml_ai,2.0,0.2222,,,,,,,
city,Egypt 17 hours ago,2,API Design,tools_practices,1.0,0.1111,,,,,,,
city,Egypt 17 hours ago,3,Burp Suite,cybersecurity,1.0,0.1111,,,,,,,
city,Egypt 17 hours ago,4,Cassandra,databases,1.0,0.1111,,,,,,,
city,Egypt 17 hours ago,5,Domain-Driven Design,tools_practices,1.0,0.1111,,,,,,,
city,Egypt 17 hours ago,6,Event-Driven Architecture,tools_practices,1.0,0.1111,,,,,,,
city,Egypt 17 hours ago,7,Service Mesh,tools_practices,1.0,0.1111,,,,,,,
city,Egypt 17 hours ago,8,System Design,tools_practices,1.0,0.1111,,,,,,,
city,Egypt 17 hours ago,9,iOS Development,mobile,1.0,0.1111,,,,,,,
city,Egypt 18 days ago,1,Data Engineering,data_ml_ai,41.0,0.4505,,,,,,,
city,Egypt 18 days ago,2,iOS Development,mobile,25.0,0.2747,,,,,,,
city,Egypt 18 days ago,3,API Design,tools_practices,23.0,0.2527,,,,,,,
city,Egypt 18 days ago,4,Design Patterns,tools_practices,16.0,0.1758,,,,,,,
city,Egypt 18 days ago,5,Service Mesh,tools_practices,14.0,0.1538,,,,,,,
city,Egypt 18 days ago,6,Event-Driven Architecture,tools_practices,12.0,0.1319,,,,,,,
city,Egypt 18 days ago,7,Cross-Platform Development,mobile,7.0,0.0769,,,,,,,
city,Egypt 18 days ago,8,Recommendation Systems,data_ml_ai,7.0,0.0769,,,,,,,
city,Egypt 18 days ago,9,Adobe XD,tools_practices,7.0,0.0769,,,,,,,
city,Egypt 18 days ago,10,Domain-Driven Design,tools_practices,6.0,0.0659,,,,,,,
city,Egypt 18 hours ago,1,Data Engineering,data_ml_ai,2.0,0.6667,,,,,,,
city,Egypt 18 hours ago,2,Cassandra,databases,1.0,0.3333,,,,,,,
city,Egypt 18 hours ago,3,GDPR Compliance,cybersecurity,1.0,0.3333,,,,,,,
city,Egypt 19 days ago,1,Data Engineering,data_ml_ai,9.0,0.5,,,,,,,
city,Egypt 19 days ago,2,iOS Development,mobile,9.0,0.5,,,,,,,
city,Egypt 19 days ago,3,Digital Forensics,cybersecurity,3.0,0.1667,,,,,,,
city,Egypt 19 days ago,4,Cross-Platform Development,mobile,2.0,0.1111,,,,,,,
city,Egypt 19 days ago,5,Event-Driven Architecture,tools_practices,2.0,0.1111,,,,,,,
city,Egypt 19 days ago,6,Cloud Security,cybersecurity,2.0,0.1111,,,,,,,
city,Egypt 19 days ago,7,Kubernetes,devops_cloud,2.0,0.1111,,,,,,,
city,Egypt 19 days ago,8,Statistical Analysis,data_ml_ai,2.0,0.1111,,,,,,,
city,Egypt 19 days ago,9,Network Security,cybersecurity,2.0,0.1111,,,,,,,
city,Egypt 19 days ago,10,AWS,devops_cloud,1.0,0.0556,,,,,,,
city,Egypt 19 hours ago,1,Data Engineering,data_ml_ai,3.0,0.375,,,,,,,
city,Egypt 19 hours ago,2,Event-Driven Architecture,tools_practices,2.0,0.25,,,,,,,
city,Egypt 19 hours ago,3,Cassandra,databases,1.0,0.125,,,,,,,
city,Egypt 19 hours ago,4,API Design,tools_practices,1.0,0.125,,,,,,,
city,Egypt 19 hours ago,5,Design Patterns,tools_practices,1.0,0.125,,,,,,,
city,Egypt 19 hours ago,6,iOS Development,mobile,1.0,0.125,,,,,,,
city,Egypt 2 days ago,1,Data Engineering,data_ml_ai,23.0,0.2527,,,,,,,
city,Egypt 2 days ago,2,iOS Development,mobile,17.0,0.1868,,,,,,,
city,Egypt 2 days ago,3,Service Mesh,tools_practices,16.0,0.1758,,,,,,,
city,Egypt 2 days ago,4,Statistical Analysis,data_ml_ai,15.0,0.1648,,,,,,,
city,Egypt 2 days ago,5,Event-Driven Architecture,tools_practices,10.0,0.1099,,,,,,,
city,Egypt 2 days ago,6,Cross-Platform Development,mobile,10.0,0.1099,,,,,,,
city,Egypt 2 days ago,7,API Design,tools_practices,8.0,0.0879,,,,,,,
city,Egypt 2 days ago,8,Cassandra,databases,6.0,0.0659,,,,,,,
city,Egypt 2 days ago,9,Digital Forensics,cybersecurity,6.0,0.0659,,,,,,,
city,Egypt 2 days ago,10,Recommendation Systems,data_ml_ai,4.0,0.044,,,,,,,
city,Egypt 2 hours ago,1,API Design,tools_practices,2.0,0.5,,,,,,,
city,Egypt 2 hours ago,2,Data Engineering,data_ml_ai,2.0,0.5,,,,,,,
city,Egypt 2 hours ago,3,Recommendation Systems,data_ml_ai,2.0,0.5,,,,,,,
city,Egypt 2 hours ago,4,Firebase,databases,1.0,0.25,,,,,,,
city,Egypt 2 hours ago,5,System Design,tools_practices,1.0,0.25,,,,,,,
city,Egypt 2 hours ago,6,iOS Development,mobile,1.0,0.25,,,,,,,
city,Egypt 2 months ago,1,Data Engineering,data_ml_ai,439.0,0.4069,,,,,,,
city,Egypt 2 months ago,2,iOS Development,mobile,248.0,0.2298,,,,,,,
city,Egypt 2 months ago,3,Event-Driven Architecture,tools_practices,148.0,0.1372,,,,,,,
city,Egypt 2 months ago,4,API Design,tools_practices,126.0,0.1168,,,,,,,
city,Egypt 2 months ago,5,Service Mesh,tools_practices,123.0,0.114,,,,,,,
city,Egypt 2 months ago,6,Statistical Analysis,data_ml_ai,89.0,0.0825,,,,,,,
city,Egypt 2 months ago,7,Cross-Platform Development,mobile,84.0,0.0778,,,,,,,
city,Egypt 2 months ago,8,Recommendation Systems,data_ml_ai,82.0,0.076,,,,,,,
city,Egypt 2 months ago,9,Cassandra,databases,72.0,0.0667,,,,,,,
city,Egypt 2 months ago,10,Design Patterns,tools_practices,71.0,0.0658,,,,,,,
city,Egypt 20 days ago,1,iOS Development,mobile,21.0,0.2877,,,,,,,
city,Egypt 20 days ago,2,Data Engineering,data_ml_ai,18.0,0.2466,,,,,,,
city,Egypt 20 days ago,3,Service Mesh,tools_practices,12.0,0.1644,,,,,,,
city,Egypt 20 days ago,4,API Design,tools_practices,10.0,0.137,,,,,,,
city,Egypt 20 days ago,5,Cross-Platform Development,mobile,8.0,0.1096,,,,,,,
city,Egypt 20 days ago,6,Statistical Analysis,data_ml_ai,7.0,0.0959,,,,,,,
city,Egypt 20 days ago,7,Design Patterns,tools_practices,6.0,0.0822,,,,,,,
city,Egypt 20 days ago,8,Recommendation Systems,data_ml_ai,5.0,0.0685,,,,,,,
city,Egypt 20 days ago,9,App Store Deployment,mobile,4.0,0.0548,,,,,,,
city,Egypt 20 days ago,10,Digital Forensics,cybersecurity,4.0,0.0548,,,,,,,
city,Egypt 20 hours ago,1,Data Engineering,data_ml_ai,4.0,0.3636,,,,,,,
city,Egypt 20 hours ago,2,iOS Development,mobile,4.0,0.3636,,,,,,,
city,Egypt 20 hours ago,3,Event-Driven Architecture,tools_practices,2.0,0.1818,,,,,,,
city,Egypt 20 hours ago,4,Power BI,data_ml_ai,2.0,0.1818,,,,,,,
city,Egypt 20 hours ago,5,Statistical Analysis,data_ml_ai,2.0,0.1818,,,,,,,
city,Egypt 20 hours ago,6,Cross-Platform Development,mobile,2.0,0.1818,,,,,,,
city,Egypt 20 hours ago,7,.NET,frameworks_libraries,1.0,0.0909,,,,,,,
city,Egypt 20 hours ago,8,Application Security,cybersecurity,1.0,0.0909,,,,,,,
city,Egypt 20 hours ago,9,API Design,tools_practices,1.0,0.0909,,,,,,,
city,Egypt 20 hours ago,10,Digital Forensics,cybersecurity,1.0,0.0909,,,,,,,
city,Egypt 21 days ago,1,Data Engineering,data_ml_ai,45.0,0.3782,,,,,,,
city,Egypt 21 days ago,2,Event-Driven Architecture,tools_practices,26.0,0.2185,,,,,,,
city,Egypt 21 days ago,3,iOS Development,mobile,20.0,0.1681,,,,,,,
city,Egypt 21 days ago,4,API Design,tools_practices,16.0,0.1345,,,,,,,
city,Egypt 21 days ago,5,Service Mesh,tools_practices,13.0,0.1092,,,,,,,
city,Egypt 21 days ago,6,Digital Forensics,cybersecurity,9.0,0.0756,,,,,,,
city,Egypt 21 days ago,7,Design Patterns,tools_practices,9.0,0.0756,,,,,,,
city,Egypt 21 days ago,8,Statistical Analysis,data_ml_ai,8.0,0.0672,,,,,,,
city,Egypt 21 days ago,9,Recommendation Systems,data_ml_ai,6.0,0.0504,,,,,,,
city,Egypt 21 days ago,10,Cross-Platform Development,mobile,5.0,0.042,,,,,,,
city,Egypt 21 hours ago,1,API Design,tools_practices,4.0,0.5714,,,,,,,
city,Egypt 21 hours ago,2,Data Engineering,data_ml_ai,3.0,0.4286,,,,,,,
city,Egypt 21 hours ago,3,Computer Vision,data_ml_ai,2.0,0.2857,,,,,,,
city,Egypt 21 hours ago,4,Design Patterns,tools_practices,2.0,0.2857,,,,,,,
city,Egypt 21 hours ago,5,Domain-Driven Design,tools_practices,2.0,0.2857,,,,,,,
city,Egypt 21 hours ago,6,iOS Development,mobile,2.0,0.2857,,,,,,,
city,Egypt 21 hours ago,7,Event-Driven Architecture,tools_practices,2.0,0.2857,,,,,,,
city,Egypt 21 hours ago,8,Burp Suite,cybersecurity,1.0,0.1429,,,,,,,
city,Egypt 21 hours ago,9,Digital Forensics,cybersecurity,1.0,0.1429,,,,,,,
city,Egypt 22 days ago,1,Data Engineering,data_ml_ai,27.0,0.2523,,,,,,,
city,Egypt 22 days ago,2,Service Mesh,tools_practices,20.0,0.1869,,,,,,,
city,Egypt 22 days ago,3,Statistical Analysis,data_ml_ai,17.0,0.1589,,,,,,,
city,Egypt 22 days ago,4,iOS Development,mobile,16.0,0.1495,,,,,,,
city,Egypt 22 days ago,5,API Design,tools_practices,14.0,0.1308,,,,,,,
city,Egypt 22 days ago,6,Event-Driven Architecture,tools_practices,12.0,0.1121,,,,,,,
city,Egypt 22 days ago,7,Design Patterns,tools_practices,10.0,0.0935,,,,,,,
city,Egypt 22 days ago,8,Digital Forensics,cybersecurity,9.0,0.0841,,,,,,,
city,Egypt 22 days ago,9,Cassandra,databases,7.0,0.0654,,,,,,,
city,Egypt 22 days ago,10,Cross-Platform Development,mobile,7.0,0.0654,,,,,,,
city,Egypt 22 hours ago,1,API Design,tools_practices,3.0,0.4286,,,,,,,
city,Egypt 22 hours ago,2,Data Engineering,data_ml_ai,3.0,0.4286,,,,,,,
city,Egypt 22 hours ago,3,Design Patterns,tools_practices,2.0,0.2857,,,,,,,
city,Egypt 22 hours ago,4,Event-Driven Architecture,tools_practices,2.0,0.2857,,,,,,,
city,Egypt 22 hours ago,5,Adobe XD,tools_practices,1.0,0.1429,,,,,,,
city,Egypt 22 hours ago,6,Digital Forensics,cybersecurity,1.0,0.1429,,,,,,,
city,Egypt 22 hours ago,7,Domain-Driven Design,tools_practices,1.0,0.1429,,,,,,,
city,Egypt 22 hours ago,8,iOS Development,mobile,1.0,0.1429,,,,,,,
city,Egypt 23 days ago,1,Data Engineering,data_ml_ai,58.0,0.4957,,,,,,,
city,Egypt 23 days ago,2,iOS Development,mobile,28.0,0.2393,,,,,,,
city,Egypt 23 days ago,3,Service Mesh,tools_practices,23.0,0.1966,,,,,,,
city,Egypt 23 days ago,4,Event-Driven Architecture,tools_practices,20.0,0.1709,,,,,,,
city,Egypt 23 days ago,5,Statistical Analysis,data_ml_ai,17.0,0.1453,,,,,,,
city,Egypt 23 days ago,6,API Design,tools_practices,11.0,0.094,,,,,,,
city,Egypt 23 days ago,7,Design Patterns,tools_practices,10.0,0.0855,,,,,,,
city,Egypt 23 days ago,8,Recommendation Systems,data_ml_ai,10.0,0.0855,,,,,,,
city,Egypt 23 days ago,9,Cross-Platform Development,mobile,9.0,0.0769,,,,,,,
city,Egypt 23 days ago,10,Cassandra,databases,7.0,0.0598,,,,,,,
city,Egypt 23 hours ago,1,Data Engineering,data_ml_ai,2.0,1.0,,,,,,,
city,Egypt 23 hours ago,2,API Design,tools_practices,1.0,0.5,,,,,,,
city,Egypt 23 hours ago,3,Cassandra,databases,1.0,0.5,,,,,,,
city,Egypt 23 hours ago,4,Design Patterns,tools_practices,1.0,0.5,,,,,,,
city,Egypt 23 hours ago,5,Digital Forensics,cybersecurity,1.0,0.5,,,,,,,
city,Egypt 23 hours ago,6,Domain-Driven Design,tools_practices,1.0,0.5,,,,,,,
city,Egypt 24 days ago,1,Data Engineering,data_ml_ai,3.0,0.4286,,,,,,,
city,Egypt 24 days ago,2,iOS Development,mobile,2.0,0.2857,,,,,,,
city,Egypt 24 days ago,3,API Design,tools_practices,1.0,0.1429,,,,,,,
city,Egypt 24 days ago,4,Application Security,cybersecurity,1.0,0.1429,,,,,,,
city,Egypt 24 days ago,5,Adobe XD,tools_practices,1.0,0.1429,,,,,,,
city,Egypt 24 days ago,6,Cross-Platform Development,mobile,1.0,0.1429,,,,,,,
city,Egypt 24 days ago,7,Design Patterns,tools_practices,1.0,0.1429,,,,,,,
city,Egypt 24 days ago,8,Event-Driven Architecture,tools_practices,1.0,0.1429,,,,,,,
city,Egypt 24 days ago,9,Domain-Driven Design,tools_practices,1.0,0.1429,,,,,,,
city,Egypt 24 days ago,10,Firebase,databases,1.0,0.1429,,,,,,,
city,Egypt 25 days ago,1,Data Engineering,data_ml_ai,6.0,0.375,,,,,,,
city,Egypt 25 days ago,2,API Design,tools_practices,4.0,0.25,,,,,,,
city,Egypt 25 days ago,3,iOS Development,mobile,4.0,0.25,,,,,,,
city,Egypt 25 days ago,4,Event-Driven Architecture,tools_practices,4.0,0.25,,,,,,,
city,Egypt 25 days ago,5,Service Mesh,tools_practices,4.0,0.25,,,,,,,
city,Egypt 25 days ago,6,Digital Forensics,cybersecurity,3.0,0.1875,,,,,,,
city,Egypt 25 days ago,7,Cross-Platform Development,mobile,3.0,0.1875,,,,,,,
city,Egypt 25 days ago,8,Adobe XD,tools_practices,2.0,0.125,,,,,,,
city,Egypt 25 days ago,9,Reinforcement Learning,data_ml_ai,2.0,0.125,,,,,,,
city,Egypt 25 days ago,10,Design Patterns,tools_practices,2.0,0.125,,,,,,,
city,Egypt 26 days ago,1,Data Engineering,data_ml_ai,3.0,0.6,,,,,,,
city,Egypt 26 days ago,2,Service Mesh,tools_practices,2.0,0.4,,,,,,,
city,Egypt 26 days ago,3,Event-Driven Architecture,tools_practices,2.0,0.4,,,,,,,
city,Egypt 26 days ago,4,API Design,tools_practices,1.0,0.2,,,,,,,
city,Egypt 26 days ago,5,GDPR Compliance,cybersecurity,1.0,0.2,,,,,,,
city,Egypt 27 days ago,1,Data Engineering,data_ml_ai,9.0,0.6,,,,,,,
city,Egypt 27 days ago,2,iOS Development,mobile,4.0,0.2667,,,,,,,
city,Egypt 27 days ago,3,Statistical Analysis,data_ml_ai,4.0,0.2667,,,,,,,
city,Egypt 27 days ago,4,API Design,tools_practices,3.0,0.2,,,,,,,
city,Egypt 27 days ago,5,Design Patterns,tools_practices,2.0,0.1333,,,,,,,
city,Egypt 27 days ago,6,Cassandra,databases,1.0,0.0667,,,,,,,
city,Egypt 27 days ago,7,Adobe XD,tools_practices,1.0,0.0667,,,,,,,
city,Egypt 27 days ago,8,ELK Stack,devops_cloud,1.0,0.0667,,,,,,,
city,Egypt 27 days ago,9,Event-Driven Architecture,tools_practices,1.0,0.0667,,,,,,,
city,Egypt 27 days ago,10,Deep Learning,data_ml_ai,1.0,0.0667,,,,,,,
city,Egypt 28 days ago,1,Data Engineering,data_ml_ai,14.0,0.4667,,,,,,,
city,Egypt 28 days ago,2,iOS Development,mobile,11.0,0.3667,,,,,,,
city,Egypt 28 days ago,3,Cross-Platform Development,mobile,6.0,0.2,,,,,,,
city,Egypt 28 days ago,4,API Design,tools_practices,5.0,0.1667,,,,,,,
city,Egypt 28 days ago,5,Recommendation Systems,data_ml_ai,4.0,0.1333,,,,,,,
city,Egypt 28 days ago,6,Statistical Analysis,data_ml_ai,4.0,0.1333,,,,,,,
city,Egypt 28 days ago,7,Event-Driven Architecture,tools_practices,3.0,0.1,,,,,,,
city,Egypt 28 days ago,8,Design Patterns,tools_practices,3.0,0.1,,,,,,,
city,Egypt 28 days ago,9,Adobe XD,tools_practices,3.0,0.1,,,,,,,
city,Egypt 28 days ago,10,Service Mesh,tools_practices,3.0,0.1,,,,,,,
city,Egypt 29 days ago,1,Data Engineering,data_ml_ai,37.0,0.4353,,,,,,,
city,Egypt 29 days ago,2,iOS Development,mobile,25.0,0.2941,,,,,,,
city,Egypt 29 days ago,3,Event-Driven Architecture,tools_practices,14.0,0.1647,,,,,,,
city,Egypt 29 days ago,4,API Design,tools_practices,12.0,0.1412,,,,,,,
city,Egypt 29 days ago,5,Design Patterns,tools_practices,10.0,0.1176,,,,,,,
city,Egypt 29 days ago,6,Cassandra,databases,9.0,0.1059,,,,,,,
city,Egypt 29 days ago,7,Cross-Platform Development,mobile,8.0,0.0941,,,,,,,
city,Egypt 29 days ago,8,Digital Forensics,cybersecurity,8.0,0.0941,,,,,,,
city,Egypt 29 days ago,9,Service Mesh,tools_practices,8.0,0.0941,,,,,,,
city,Egypt 29 days ago,10,Recommendation Systems,data_ml_ai,7.0,0.0824,,,,,,,
city,Egypt 3 days ago,1,Data Engineering,data_ml_ai,11.0,0.2821,,,,,,,
city,Egypt 3 days ago,2,iOS Development,mobile,9.0,0.2308,,,,,,,
city,Egypt 3 days ago,3,API Design,tools_practices,7.0,0.1795,,,,,,,
city,Egypt 3 days ago,4,Service Mesh,tools_practices,5.0,0.1282,,,,,,,
city,Egypt 3 days ago,5,Event-Driven Architecture,tools_practices,4.0,0.1026,,,,,,,
city,Egypt 3 days ago,6,JavaScript,programming_languages,3.0,0.0769,,,,,,,
city,Egypt 3 days ago,7,Recommendation Systems,data_ml_ai,3.0,0.0769,,,,,,,
city,Egypt 3 days ago,8,Java,programming_languages,3.0,0.0769,,,,,,,
city,Egypt 3 days ago,9,Statistical Analysis,data_ml_ai,2.0,0.0513,,,,,,,
city,Egypt 3 days ago,10,Large Language Models,data_ml_ai,2.0,0.0513,,,,,,,
city,Egypt 30 days ago,1,Data Engineering,data_ml_ai,37.0,0.5692,,,,,,,
city,Egypt 30 days ago,2,iOS Development,mobile,20.0,0.3077,,,,,,,
city,Egypt 30 days ago,3,API Design,tools_practices,11.0,0.1692,,,,,,,
city,Egypt 30 days ago,4,Design Patterns,tools_practices,9.0,0.1385,,,,,,,
city,Egypt 30 days ago,5,Statistical Analysis,data_ml_ai,9.0,0.1385,,,,,,,
city,Egypt 30 days ago,6,Event-Driven Architecture,tools_practices,8.0,0.1231,,,,,,,
city,Egypt 30 days ago,7,Service Mesh,tools_practices,7.0,0.1077,,,,,,,
city,Egypt 30 days ago,8,Cassandra,databases,6.0,0.0923,,,,,,,
city,Egypt 30 days ago,9,Digital Forensics,cybersecurity,5.0,0.0769,,,,,,,
city,Egypt 30 days ago,10,Cross-Platform Development,mobile,4.0,0.0615,,,,,,,
city,Egypt 4 days ago,1,Data Engineering,data_ml_ai,31.0,0.4366,,,,,,,
city,Egypt 4 days ago,2,iOS Development,mobile,13.0,0.1831,,,,,,,
city,Egypt 4 days ago,3,API Design,tools_practices,12.0,0.169,,,,,,,
city,Egypt 4 days ago,4,Recommendation Systems,data_ml_ai,12.0,0.169,,,,,,,
city,Egypt 4 days ago,5,Event-Driven Architecture,tools_practices,11.0,0.1549,,,,,,,
city,Egypt 4 days ago,6,Design Patterns,tools_practices,7.0,0.0986,,,,,,,
city,Egypt 4 days ago,7,Cross-Platform Development,mobile,7.0,0.0986,,,,,,,
city,Egypt 4 days ago,8,Service Mesh,tools_practices,6.0,0.0845,,,,,,,
city,Egypt 4 days ago,9,Cassandra,databases,6.0,0.0845,,,,,,,
city,Egypt 4 days ago,10,System Design,tools_practices,3.0,0.0423,,,,,,,
city,Egypt 4 hours ago,1,API Design,tools_practices,1.0,0.3333,,,,,,,
city,Egypt 4 hours ago,2,Adobe XD,tools_practices,1.0,0.3333,,,,,,,
city,Egypt 4 hours ago,3,Cassandra,databases,1.0,0.3333,,,,,,,
city,Egypt 4 hours ago,4,Data Engineering,data_ml_ai,1.0,0.3333,,,,,,,
city,Egypt 4 hours ago,5,Design Patterns,tools_practices,1.0,0.3333,,,,,,,
city,Egypt 4 hours ago,6,Event-Driven Architecture,tools_practices,1.0,0.3333,,,,,,,
city,Egypt 4 hours ago,7,Microservices,tools_practices,1.0,0.3333,,,,,,,
city,Egypt 4 hours ago,8,Service Mesh,tools_practices,1.0,0.3333,,,,,,,
city,Egypt 5 days ago,1,Data Engineering,data_ml_ai,8.0,0.3333,,,,,,,
city,Egypt 5 days ago,2,Service Mesh,tools_practices,4.0,0.1667,,,,,,,
city,Egypt 5 days ago,3,iOS Development,mobile,4.0,0.1667,,,,,,,
city,Egypt 5 days ago,4,Cross-Platform Development,mobile,3.0,0.125,,,,,,,
city,Egypt 5 days ago,5,Statistical Analysis,data_ml_ai,3.0,0.125,,,,,,,
city,Egypt 5 days ago,6,Adobe XD,tools_practices,2.0,0.0833,,,,,,,
city,Egypt 5 days ago,7,API Design,tools_practices,2.0,0.0833,,,,,,,
city,Egypt 5 days ago,8,Recommendation Systems,data_ml_ai,2.0,0.0833,,,,,,,
city,Egypt 5 days ago,9,Design Patterns,tools_practices,2.0,0.0833,,,,,,,
city,Egypt 5 days ago,10,AWS,devops_cloud,1.0,0.0417,,,,,,,
city,Egypt 5 hours ago,1,Cassandra,databases,1.0,0.3333,,,,,,,
city,Egypt 5 hours ago,2,Data Engineering,data_ml_ai,1.0,0.3333,,,,,,,
city,Egypt 5 hours ago,3,Event-Driven Architecture,tools_practices,1.0,0.3333,,,,,,,
city,Egypt 5 hours ago,4,Microservices,tools_practices,1.0,0.3333,,,,,,,
city,Egypt 5 hours ago,5,Service Mesh,tools_practices,1.0,0.3333,,,,,,,
city,Egypt 5 hours ago,6,iOS Development,mobile,1.0,0.3333,,,,,,,
city,Egypt 6 days ago,1,Data Engineering,data_ml_ai,23.0,0.3966,,,,,,,
city,Egypt 6 days ago,2,iOS Development,mobile,13.0,0.2241,,,,,,,
city,Egypt 6 days ago,3,API Design,tools_practices,11.0,0.1897,,,,,,,
city,Egypt 6 days ago,4,Statistical Analysis,data_ml_ai,8.0,0.1379,,,,,,,
city,Egypt 6 days ago,5,Service Mesh,tools_practices,7.0,0.1207,,,,,,,
city,Egypt 6 days ago,6,Event-Driven Architecture,tools_practices,7.0,0.1207,,,,,,,
city,Egypt 6 days ago,7,Design Patterns,tools_practices,7.0,0.1207,,,,,,,
city,Egypt 6 days ago,8,Cross-Platform Development,mobile,5.0,0.0862,,,,,,,
city,Egypt 6 days ago,9,Cassandra,databases,5.0,0.0862,,,,,,,
city,Egypt 6 days ago,10,Adobe XD,tools_practices,4.0,0.069,,,,,,,
city,Egypt 6 hours ago,1,Data Engineering,data_ml_ai,1.0,0.5,,,,,,,
city,Egypt 6 hours ago,2,LightGBM,frameworks_libraries,1.0,0.5,,,,,,,
city,Egypt 6 hours ago,3,Recommendation Systems,data_ml_ai,1.0,0.5,,,,,,,
city,Egypt 6 hours ago,4,iOS Development,mobile,1.0,0.5,,,,,,,
city,Egypt 7 days ago,1,Data Engineering,data_ml_ai,61.0,0.4621,,,,,,,
city,Egypt 7 days ago,2,iOS Development,mobile,30.0,0.2273,,,,,,,
city,Egypt 7 days ago,3,API Design,tools_practices,24.0,0.1818,,,,,,,
city,Egypt 7 days ago,4,Event-Driven Architecture,tools_practices,22.0,0.1667,,,,,,,
city,Egypt 7 days ago,5,Service Mesh,tools_practices,17.0,0.1288,,,,,,,
city,Egypt 7 days ago,6,Statistical Analysis,data_ml_ai,14.0,0.1061,,,,,,,
city,Egypt 7 days ago,7,Cross-Platform Development,mobile,12.0,0.0909,,,,,,,
city,Egypt 7 days ago,8,Design Patterns,tools_practices,11.0,0.0833,,,,,,,
city,Egypt 7 days ago,9,Recommendation Systems,data_ml_ai,8.0,0.0606,,,,,,,
city,Egypt 7 days ago,10,Agile,tools_practices,7.0,0.053,,,,,,,
city,Egypt 8 days ago,1,Data Engineering,data_ml_ai,48.0,0.3934,,,,,,,
city,Egypt 8 days ago,2,iOS Development,mobile,26.0,0.2131,,,,,,,
city,Egypt 8 days ago,3,Event-Driven Architecture,tools_practices,22.0,0.1803,,,,,,,
city,Egypt 8 days ago,4,API Design,tools_practices,17.0,0.1393,,,,,,,
city,Egypt 8 days ago,5,Service Mesh,tools_practices,15.0,0.123,,,,,,,
city,Egypt 8 days ago,6,Statistical Analysis,data_ml_ai,12.0,0.0984,,,,,,,
city,Egypt 8 days ago,7,Design Patterns,tools_practices,12.0,0.0984,,,,,,,
city,Egypt 8 days ago,8,Recommendation Systems,data_ml_ai,10.0,0.082,,,,,,,
city,Egypt 8 days ago,9,Digital Forensics,cybersecurity,6.0,0.0492,,,,,,,
city,Egypt 8 days ago,10,Cross-Platform Development,mobile,5.0,0.041,,,,,,,
city,Egypt 8 hours ago,1,Data Engineering,data_ml_ai,2.0,1.0,,,,,,,
city,Egypt 8 hours ago,2,API Design,tools_practices,1.0,0.5,,,,,,,
city,Egypt 8 hours ago,3,Application Security,cybersecurity,1.0,0.5,,,,,,,
city,Egypt 8 hours ago,4,Design Patterns,tools_practices,1.0,0.5,,,,,,,
city,Egypt 8 hours ago,5,Firewalls,cybersecurity,1.0,0.5,,,,,,,
city,Egypt 8 hours ago,6,iOS Development,mobile,1.0,0.5,,,,,,,
city,Egypt 9 days ago,1,Data Engineering,data_ml_ai,40.0,0.3175,,,,,,,
city,Egypt 9 days ago,2,iOS Development,mobile,34.0,0.2698,,,,,,,
city,Egypt 9 days ago,3,Service Mesh,tools_practices,17.0,0.1349,,,,,,,
city,Egypt 9 days ago,4,Statistical Analysis,data_ml_ai,16.0,0.127,,,,,,,
city,Egypt 9 days ago,5,Event-Driven Architecture,tools_practices,12.0,0.0952,,,,,,,
city,Egypt 9 days ago,6,API Design,tools_practices,12.0,0.0952,,,,,,,
city,Egypt 9 days ago,7,Cross-Platform Development,mobile,11.0,0.0873,,,,,,,
city,Egypt 9 days ago,8,Design Patterns,tools_practices,10.0,0.0794,,,,,,,
city,Egypt 9 days ago,9,Recommendation Systems,data_ml_ai,9.0,0.0714,,,,,,,
city,Egypt 9 days ago,10,Digital Forensics,cybersecurity,7.0,0.0556,,,,,,,
city,Egypt 9 hours ago,1,iOS Development,mobile,3.0,0.1875,,,,,,,
