job_id,skill_canonical,skill_category,role_category,extraction_source,confidence
3kkzp8ayfwde,C,programming_languages,Other Tech,fuzzy_match,0.9
3kkzp8ayfwde,Power BI,data_ml_ai,Other Tech,fuzzy_match,0.9
4xlkqawf1ajd,Data Engineering,data_ml_ai,Other Tech,fuzzy_match,0.95
4xlkqawf1ajd,Event-Driven Architecture,tools_practices,Other Tech,fuzzy_match,0.9
4xlkqawf1ajd,API Design,tools_practices,Other Tech,fuzzy_match,0.9
4xlkqawf1ajd,Design Patterns,tools_practices,Other Tech,fuzzy_match,0.855
4xlkqawf1ajd,Domain-Driven Design,tools_practices,Other Tech,fuzzy_match,0.855
ef43e4fsn81w,iOS Development,mobile,Mobile,wuzzuf_tag,1.0
ef43e4fsn81w,Swift,programming_languages,Mobile,wuzzuf_tag,1.0
ef43e4fsn81w,SwiftUI,frameworks_libraries,Mobile,wuzzuf_tag,1.0
ef43e4fsn81w,Design Patterns,tools_practices,Mobile,wuzzuf_tag,1.0
ef43e4fsn81w,Git,tools_practices,Mobile,wuzzuf_tag,1.0
ef43e4fsn81w,REST API,frameworks_libraries,Mobile,wuzzuf_tag,1.0
sibgvjtk9fi2,New Relic,devops_cloud,Other Tech,fuzzy_match,0.9
sibgvjtk9fi2,iOS Development,mobile,Other Tech,fuzzy_match,0.95
sibgvjtk9fi2,Cross-Platform Development,mobile,Other Tech,fuzzy_match,0.855
qwlxbzojbqx9,Service Mesh,tools_practices,Other Tech,fuzzy_match,0.9
a23qu1zrutbj,Service Mesh,tools_practices,Other Tech,fuzzy_match,0.9
a23qu1zrutbj,Cassandra,databases,Other Tech,fuzzy_match,0.9
8psvuklxsfj8,Digital Forensics,cybersecurity,Other Tech,fuzzy_match,0.9
7yxvfrpu4a24,Event-Driven Architecture,tools_practices,Other Tech,fuzzy_match,0.9
7yxvfrpu4a24,Cassandra,databases,Other Tech,fuzzy_match,0.9
pwedc0mgeyjb,Cassandra,databases,Other Tech,fuzzy_match,0.9
gnunvrowedzs,iOS Development,mobile,Other Tech,fuzzy_match,0.95
k8mlzxgqigxn,Data Engineering,data_ml_ai,Other Tech,fuzzy_match,0.9
k8mlzxgqigxn,Event-Driven Architecture,tools_practices,Other Tech,fuzzy_match,0.9
k8mlzxgqigxn,API Design,tools_practices,Other Tech,fuzzy_match,0.9
k8mlzxgqigxn,Statistical Analysis,data_ml_ai,Other Tech,fuzzy_match,0.9
k8mlzxgqigxn,Design Patterns,tools_practices,Other Tech,fuzzy_match,0.855
0g8d93bqlks6,Digital Forensics,cybersecurity,Other Tech,fuzzy_match,0.9
0g8d93bqlks6,Statistical Analysis,data_ml_ai,Other Tech,fuzzy_match,0.9
j5b9b6cytzdp,Service Mesh,tools_practices,Other Tech,fuzzy_match,0.9
wekd8h7vks9n,Data Engineering,data_ml_ai,Other Tech,fuzzy_match,0.95
iugcgbpqumxg,Statistical Analysis,data_ml_ai,Other Tech,fuzzy_match,0.9
wy50iimbx5yx,Service Mesh,tools_practices,Other Tech,fuzzy_match,0.9
wy50iimbx5yx,Data Engineering,data_ml_ai,Other Tech,fuzzy_match,0.855
xqxd7njb881g,Statistical Analysis,data_ml_ai,Other Tech,fuzzy_match,0.8526
dbinn2sfiipj,Event-Driven Architecture,tools_practices,Other Tech,fuzzy_match,0.9
dbinn2sfiipj,Data Engineering,data_ml_ai,Other Tech,fuzzy_match,0.9
dbinn2sfiipj,API Design,tools_practices,Other Tech,fuzzy_match,0.9
ffp5bkpiqe61,Service Mesh,tools_practices,Other Tech,fuzzy_match,0.9
ffp5bkpiqe61,GDPR Compliance,cybersecurity,Other Tech,fuzzy_match,0.9
gb5bwapxevs7,iOS Development,mobile,Other Tech,fuzzy_match,0.95
kbtuva3crhoh,iOS Development,mobile,Other Tech,fuzzy_match,0.95
kbtuva3crhoh,Cross-Platform Development,mobile,Other Tech,fuzzy_match,0.855
urcthz31pfur,Service Mesh,tools_practices,Other Tech,fuzzy_match,0.9
ri83shnqt4vp,Data Engineering,data_ml_ai,Other Tech,fuzzy_match,0.9
ri83shnqt4vp,Power BI,data_ml_ai,Other Tech,fuzzy_match,0.9
ri83shnqt4vp,Recommendation Systems,data_ml_ai,Other Tech,fuzzy_match,0.9
ri83shnqt4vp,C,programming_languages,Other Tech,fuzzy_match,0.9
1veddbwkzai9,Application Security,cybersecurity,Other Tech,fuzzy_match,0.9
1veddbwkzai9,Recommendation Systems,data_ml_ai,Other Tech,fuzzy_match,0.9
1veddbwkzai9,iOS Development,mobile,Other Tech,fuzzy_match,0.95
1veddbwkzai9,Data Engineering,data_ml_ai,Other Tech,fuzzy_match,0.95
1veddbwkzai9,System Design,tools_practices,Other Tech,fuzzy_match,0.855
rkl5op9scimd,Agile,tools_practices,Other Tech,wuzzuf_tag,1.0
rkl5op9scimd,iOS Development,mobile,Other Tech,fuzzy_match,0.95
rkl5op9scimd,Statistical Analysis,data_ml_ai,Other Tech,fuzzy_match,0.9
7azvejktmfk8,Python,programming_languages,Backend,wuzzuf_tag,1.0
7azvejktmfk8,Django,frameworks_libraries,Backend,wuzzuf_tag,1.0
7azvejktmfk8,SQL,programming_languages,Backend,wuzzuf_tag,1.0
7azvejktmfk8,Git,tools_practices,Backend,wuzzuf_tag,1.0
7azvejktmfk8,iOS Development,mobile,Backend,fuzzy_match,0.95
7azvejktmfk8,Data Engineering,data_ml_ai,Backend,fuzzy_match,0.95
knhmy1kyvoxg,React,frameworks_libraries,Mobile,wuzzuf_tag,1.0
knhmy1kyvoxg,React Native,frameworks_libraries,Mobile,wuzzuf_tag,1.0
knhmy1kyvoxg,Git,tools_practices,Mobile,wuzzuf_tag,1.0
knhmy1kyvoxg,JavaScript,programming_languages,Mobile,regex_match,0.95
knhmy1kyvoxg,Recommendation Systems,data_ml_ai,Mobile,fuzzy_match,0.9
knhmy1kyvoxg,API Design,tools_practices,Mobile,fuzzy_match,0.9
knhmy1kyvoxg,iOS Development,mobile,Mobile,fuzzy_match,0.95
knhmy1kyvoxg,REST API,frameworks_libraries,Mobile,fuzzy_match,0.855
knhmy1kyvoxg,Java,programming_languages,Mobile,fuzzy_match,0.9
knhmy1kyvoxg,Mobile UI Design,mobile,Mobile,fuzzy_match,0.855
knhmy1kyvoxg,Design Patterns,tools_practices,Mobile,fuzzy_match,0.855
knhmy1kyvoxg,Domain-Driven Design,tools_practices,Mobile,fuzzy_match,0.855
91kmja85k0kl,Event-Driven Architecture,tools_practices,Other Tech,fuzzy_match,0.9
91kmja85k0kl,Data Engineering,data_ml_ai,Other Tech,fuzzy_match,0.9
4s41efiyyevy,Data Engineering,data_ml_ai,Other Tech,fuzzy_match,0.9
mwhrmz9wdsy1,Data Engineering,data_ml_ai,Other Tech,fuzzy_match,0.95
uyi0fctlgnpc,Data Engineering,data_ml_ai,Other Tech,fuzzy_match,0.9
b2qcdbghco6e,Data Engineering,data_ml_ai,Other Tech,fuzzy_match,0.9
mwhdoyng1uvs,iOS Development,mobile,Other Tech,fuzzy_match,0.95
lq6aassi36mc,React Native,frameworks_libraries,Mobile,wuzzuf_tag,1.0
lq6aassi36mc,JavaScript,programming_languages,Mobile,wuzzuf_tag,1.0
lq6aassi36mc,TypeScript,programming_languages,Mobile,wuzzuf_tag,1.0
lq6aassi36mc,Design Patterns,tools_practices,Mobile,wuzzuf_tag,1.0
lq6aassi36mc,REST API,frameworks_libraries,Mobile,wuzzuf_tag,1.0
lq6aassi36mc,React,frameworks_libraries,Mobile,regex_match,0.95
lq6aassi36mc,iOS Development,mobile,Mobile,fuzzy_match,0.95
lq6aassi36mc,Java,programming_languages,Mobile,fuzzy_match,0.9
untgfsyplmfk,Data Engineering,data_ml_ai,Other Tech,fuzzy_match,0.95
untgfsyplmfk,Event-Driven Architecture,tools_practices,Other Tech,fuzzy_match,0.9
jlrpiorkihpo,Data Engineering,data_ml_ai,Other Tech,fuzzy_match,0.95
jlrpiorkihpo,Computer Vision,data_ml_ai,Other Tech,fuzzy_match,0.855
bfm9jqecwgt1,Service Mesh,tools_practices,Other Tech,fuzzy_match,0.9
bfm9jqecwgt1,Data Engineering,data_ml_ai,Other Tech,fuzzy_match,0.855
vvpkf2dsrcvo,iOS Development,mobile,Other Tech,fuzzy_match,0.95
vvpkf2dsrcvo,Data Engineering,data_ml_ai,Other Tech,fuzzy_match,0.95
3coontofwojh,iOS Development,mobile,Other Tech,fuzzy_match,0.95
3coontofwojh,Recommendation Systems,data_ml_ai,Other Tech,fuzzy_match,0.9
3coontofwojh,Application Security,cybersecurity,Other Tech,fuzzy_match,0.8609
3coontofwojh,Cross-Platform Development,mobile,Other Tech,fuzzy_match,0.855
fglqgtjapimj,iOS Development,mobile,Other Tech,fuzzy_match,0.95
fglqgtjapimj,Statistical Analysis,data_ml_ai,Other Tech,fuzzy_match,0.9
xti95hhch2fu,Service Mesh,tools_practices,Other Tech,fuzzy_match,0.9
b8qunykisiyn,iOS Development,mobile,Other Tech,fuzzy_match,0.95
b8qunykisiyn,Service Mesh,tools_practices,Other Tech,fuzzy_match,0.9
b8qunykisiyn,Cross-Platform Development,mobile,Other Tech,fuzzy_match,0.855
l44gpskyk7in,iOS Development,mobile,Other Tech,fuzzy_match,0.95
l44gpskyk7in,Statistical Analysis,data_ml_ai,Other Tech,fuzzy_match,0.9
l44gpskyk7in,Cross-Platform Development,mobile,Other Tech,fuzzy_match,0.855
zjmxblns6efn,Data Engineering,data_ml_ai,Other Tech,fuzzy_match,0.95
zjmxblns6efn,Event-Driven Architecture,tools_practices,Other Tech,fuzzy_match,0.9
wpluvson0xdu,Data Engineering,data_ml_ai,Other Tech,fuzzy_match,0.95
wpluvson0xdu,Event-Driven Architecture,tools_practices,Other Tech,fuzzy_match,0.9
wpluvson0xdu,iOS Development,mobile,Other Tech,fuzzy_match,0.95
yyilimzfrwe0,Data Engineering,data_ml_ai,Other Tech,fuzzy_match,0.9
9hjsmsmknscb,API Design,tools_practices,Other Tech,fuzzy_match,0.9
9hjsmsmknscb,Design Patterns,tools_practices,Other Tech,fuzzy_match,0.855
r3v5yve92b3a,Seaborn,frameworks_libraries,Other Tech,fuzzy_match,0.9
r3v5yve92b3a,iOS Development,mobile,Other Tech,fuzzy_match,0.95
r3v5yve92b3a,Service Mesh,tools_practices,Other Tech,fuzzy_match,0.9
r3v5yve92b3a,Statistical Analysis,data_ml_ai,Other Tech,fuzzy_match,0.9
4ll28vlbxdjk,Statistical Analysis,data_ml_ai,Other Tech,fuzzy_match,0.9
lqjihn2xxxti,Cassandra,databases,Other Tech,fuzzy_match,0.9
lqjihn2xxxti,Statistical Analysis,data_ml_ai,Other Tech,fuzzy_match,0.9
lqjihn2xxxti,GDPR Compliance,cybersecurity,Other Tech,fuzzy_match,0.9
lqjihn2xxxti,TensorFlow,frameworks_libraries,Other Tech,fuzzy_match,0.9
x700hqglgkjp,Agile,tools_practices,Other Tech,wuzzuf_tag,1.0
x700hqglgkjp,Scrum,tools_practices,Other Tech,regex_match,0.95
x700hqglgkjp,iOS Development,mobile,Other Tech,fuzzy_match,0.95
x700hqglgkjp,Data Engineering,data_ml_ai,Other Tech,fuzzy_match,0.95
eilpuwh5jlmh,Data Engineering,data_ml_ai,Other Tech,fuzzy_match,0.855
ewliqv7etowy,Data Engineering,data_ml_ai,Other Tech,fuzzy_match,0.95
ewliqv7etowy,Event-Driven Architecture,tools_practices,Other Tech,fuzzy_match,0.9
xi8zq4zimn5l,Data Engineering,data_ml_ai,Other Tech,fuzzy_match,0.9
xi8zq4zimn5l,Event-Driven Architecture,tools_practices,Other Tech,fuzzy_match,0.9
s9xyhhd2q5fx,BLE / Bluetooth,mobile,Other Tech,fuzzy_match,0.9
s9xyhhd2q5fx,Recommendation Systems,data_ml_ai,Other Tech,fuzzy_match,0.9
ftpr78yowqzs,Service Mesh,tools_practices,Other Tech,fuzzy_match,0.9
fznsv7bxqgyn,Data Engineering,data_ml_ai,Other Tech,fuzzy_match,0.9
qoagmd2xnjrt,Service Mesh,tools_practices,Other Tech,fuzzy_match,0.9
m7enywtk6khf,Oracle DB,databases,Other Tech,wuzzuf_tag,1.0
m7enywtk6khf,Statistical Analysis,data_ml_ai,Other Tech,fuzzy_match,0.9
m7enywtk6khf,Data Engineering,data_ml_ai,Other Tech,fuzzy_match,0.855
wrstkndaeihi,Statistical Analysis,data_ml_ai,Other Tech,fuzzy_match,0.9
dlzrbz8j3eos,Service Mesh,tools_practices,Other Tech,fuzzy_match,0.9
dlzrbz8j3eos,iOS Development,mobile,Other Tech,fuzzy_match,0.95
dlzrbz8j3eos,Recommendation Systems,data_ml_ai,Other Tech,fuzzy_match,0.9
dlzrbz8j3eos,Data Engineering,data_ml_ai,Other Tech,fuzzy_match,0.855
ftkjkxbenmbi,Service Mesh,tools_practices,Other Tech,fuzzy_match,0.9
5nw0m3k7ynho,.NET,frameworks_libraries,Backend,wuzzuf_tag,1.0
5nw0m3k7ynho,ASP.NET,frameworks_libraries,Backend,wuzzuf_tag,1.0
5nw0m3k7ynho,iOS Development,mobile,Backend,fuzzy_match,0.95
5nw0m3k7ynho,Data Engineering,data_ml_ai,Backend,fuzzy_match,0.95
5nw0m3k7ynho,Cross-Platform Development,mobile,Backend,fuzzy_match,0.855
bxic68yw14mk,Statistical Analysis,data_ml_ai,Other Tech,fuzzy_match,0.9
ttamsdyig9hi,Cassandra,databases,Other Tech,fuzzy_match,0.9
jyadwtmizxtc,iOS Development,mobile,Other Tech,fuzzy_match,0.95
jyadwtmizxtc,Cross-Platform Development,mobile,Other Tech,fuzzy_match,0.855
8uyigp3p6a2s,Oracle DB,databases,Other Tech,fuzzy_match,0.9
8uyigp3p6a2s,iOS Development,mobile,Other Tech,fuzzy_match,0.95
8uyigp3p6a2s,Data Engineering,data_ml_ai,Other Tech,fuzzy_match,0.95
x6c45rxog8ro,Service Mesh,tools_practices,Other Tech,fuzzy_match,0.9
72npfjseoje1,Service Mesh,tools_practices,Other Tech,fuzzy_match,0.9
awnnk9amcerq,Service Mesh,tools_practices,Other Tech,fuzzy_match,0.9
awnnk9amcerq,Microservices,tools_practices,Other Tech,fuzzy_match,0.9
awnnk9amcerq,iOS Development,mobile,Other Tech,fuzzy_match,0.95
qrnnksby8twm,iOS Development,mobile,Other Tech,fuzzy_match,0.95
qrnnksby8twm,Service Mesh,tools_practices,Other Tech,fuzzy_match,0.9
qrnnksby8twm,Android Development,mobile,Other Tech,fuzzy_match,0.8571
qrnnksby8twm,Cross-Platform Development,mobile,Other Tech,fuzzy_match,0.855
jxxfiisdgagk,iOS Development,mobile,Other Tech,fuzzy_match,0.95
jxxfiisdgagk,Data Engineering,data_ml_ai,Other Tech,fuzzy_match,0.95
24pqgalutw4q,Data Engineering,data_ml_ai,Other Tech,fuzzy_match,0.9
24pqgalutw4q,Statistical Analysis,data_ml_ai,Other Tech,fuzzy_match,0.9
24pqgalutw4q,Recommendation Systems,data_ml_ai,Other Tech,fuzzy_match,0.9
duyd0dy3xy8o,Data Engineering,data_ml_ai,Other Tech,fuzzy_match,0.9
duyd0dy3xy8o,Cassandra,databases,Other Tech,fuzzy_match,0.9
aqtzwyws0rzd,Data Engineering,data_ml_ai,Other Tech,fuzzy_match,0.9
ai6z1fppeldu,Service Mesh,tools_practices,Other Tech,fuzzy_match,0.9
vlh918tkzla8,API Design,tools_practices,UI/UX,fuzzy_match,0.9
vlh918tkzla8,Design Patterns,tools_practices,UI/UX,fuzzy_match,0.855
vlh918tkzla8,Domain-Driven Design,tools_practices,UI/UX,fuzzy_match,0.855
drr59bix2k1q,Data Engineering,data_ml_ai,Other Tech,fuzzy_match,0.9
drr59bix2k1q,Event-Driven Architecture,tools_practices,Other Tech,fuzzy_match,0.9
wk0h9oxq2qse,iOS Development,mobile,Other Tech,fuzzy_match,0.95
wk0h9oxq2qse,Statistical Analysis,data_ml_ai,Other Tech,fuzzy_match,0.9
ild9o9bxpl39,SQL,programming_languages,Other Tech,wuzzuf_tag,1.0
ild9o9bxpl39,A/B Testing,data_ml_ai,Other Tech,wuzzuf_tag,1.0
ild9o9bxpl39,iOS Development,mobile,Other Tech,fuzzy_match,0.95
ild9o9bxpl39,Mobile UI Design,mobile,Other Tech,fuzzy_match,0.9
ild9o9bxpl39,Core Data,mobile,Other Tech,fuzzy_match,0.9
ild9o9bxpl39,Statistical Analysis,data_ml_ai,Other Tech,fuzzy_match,0.9
ekk71f8pagah,Data Engineering,data_ml_ai,Other Tech,fuzzy_match,0.9
6zmg5lht4uxi,Data Engineering,data_ml_ai,Other Tech,fuzzy_match,0.9
6zmg5lht4uxi,API Design,tools_practices,Other Tech,fuzzy_match,0.9
dkfnhmt82dh7,Data Engineering,data_ml_ai,Other Tech,fuzzy_match,0.95
dkfnhmt82dh7,Event-Driven Architecture,tools_practices,Other Tech,fuzzy_match,0.9
dkfnhmt82dh7,API Design,tools_practices,Other Tech,fuzzy_match,0.9
dkfnhmt82dh7,Design Patterns,tools_practices,Other Tech,fuzzy_match,0.855
wduolr2vjnpe,Service Mesh,tools_practices,Other Tech,fuzzy_match,0.9
5kvxhttvttsa,Data Engineering,data_ml_ai,Other Tech,fuzzy_match,0.9
fmxznnpe48w4,App Store Deployment,mobile,Other Tech,fuzzy_match,0.9
fmxznnpe48w4,GDPR Compliance,cybersecurity,Other Tech,fuzzy_match,0.9
fmxznnpe48w4,Data Warehouse,data_ml_ai,Other Tech,fuzzy_match,0.9
wvr36dzxp0jt,Data Engineering,data_ml_ai,Other Tech,fuzzy_match,0.9
ioc4e9dqd8qf,Service Mesh,tools_practices,Other Tech,fuzzy_match,0.9
emptt2ydpmw8,ETL,data_ml_ai,Data Engineering,wuzzuf_tag,1.0
emptt2ydpmw8,SQL,programming_languages,Data Engineering,wuzzuf_tag,1.0
emptt2ydpmw8,iOS Development,mobile,Data Engineering,fuzzy_match,0.95
emptt2ydpmw8,Data Engineering,data_ml_ai,Data Engineering,fuzzy_match,0.95
ecgavgkiva1o,Data Engineering,data_ml_ai,Other Tech,fuzzy_match,0.95
ecgavgkiva1o,Event-Driven Architecture,tools_practices,Other Tech,fuzzy_match,0.9
ecgavgkiva1o,Statistical Analysis,data_ml_ai,Other Tech,fuzzy_match,0.9
5u3fqcmuokdi,Burp Suite,cybersecurity,Other Tech,fuzzy_match,0.9
9dfwgytonfft,Event-Driven Architecture,tools_practices,Other Tech,fuzzy_match,0.9
9dfwgytonfft,Data Engineering,data_ml_ai,Other Tech,fuzzy_match,0.95
nifxr0qzmsyu,iOS Development,mobile,Other Tech,fuzzy_match,0.95
nifxr0qzmsyu,Statistical Analysis,data_ml_ai,Other Tech,fuzzy_match,0.9
nifxr0qzmsyu,Cross-Platform Development,mobile,Other Tech,fuzzy_match,0.855
xjv5hvqnvxxd,Burp Suite,cybersecurity,Other Tech,fuzzy_match,0.9
xjv5hvqnvxxd,Service Mesh,tools_practices,Other Tech,fuzzy_match,0.9
oaxkjbaeytng,iOS Development,mobile,Other Tech,fuzzy_match,0.95
oaxkjbaeytng,Data Engineering,data_ml_ai,Other Tech,fuzzy_match,0.95
difkyxkfgnes,Recommendation Systems,data_ml_ai,Other Tech,fuzzy_match,0.9
3zerfgrbr03h,Service Mesh,tools_practices,Other Tech,fuzzy_match,0.9
8h0rjlmkjsr7,Data Engineering,data_ml_ai,Other Tech,fuzzy_match,0.9
iusuqa6u1mlt,Recommendation Systems,data_ml_ai,Other Tech,fuzzy_match,0.9
iusuqa6u1mlt,Data Engineering,data_ml_ai,Other Tech,fuzzy_match,0.95
iusuqa6u1mlt,Firebase,databases,Other Tech,fuzzy_match,0.9
iusuqa6u1mlt,LightGBM,frameworks_libraries,Other Tech,fuzzy_match,0.9
fhq6fgrhn5hg,Data Engineering,data_ml_ai,Other Tech,fuzzy_match,0.9
9j9kqall1wz9,iOS Development,mobile,Other Tech,fuzzy_match,0.95
9j9kqall1wz9,Data Engineering,data_ml_ai,Other Tech,fuzzy_match,0.9
9j9kqall1wz9,Cross-Platform Development,mobile,Other Tech,fuzzy_match,0.855
gg0oq4tbrmxu,Data Engineering,data_ml_ai,Other Tech,fuzzy_match,0.9
7nwjupjtatl0,Recommendation Systems,data_ml_ai,Other Tech,fuzzy_match,0.9
hd7ysuiehrnd,iOS Development,mobile,Other Tech,fuzzy_match,0.95
vorbbfrr25k8,Networking,devops_cloud,Other Tech,wuzzuf_tag,1.0
vorbbfrr25k8,iOS Development,mobile,Other Tech,fuzzy_match,0.95
vorbbfrr25k8,Cross-Platform Development,mobile,Other Tech,fuzzy_match,0.855
2i6mjlhyjf4d,Data Engineering,data_ml_ai,Other Tech,fuzzy_match,0.9
2i6mjlhyjf4d,Event-Driven Architecture,tools_practices,Other Tech,fuzzy_match,0.9
2i6mjlhyjf4d,Application Security,cybersecurity,Other Tech,fuzzy_match,0.9
damg0bx8ws6k,Data Engineering,data_ml_ai,Other Tech,fuzzy_match,0.9
damg0bx8ws6k,Service Mesh,tools_practices,Other Tech,fuzzy_match,0.9
pnku6ugnmz1w,Data Engineering,data_ml_ai,Other Tech,fuzzy_match,0.9
pnku6ugnmz1w,Recommendation Systems,data_ml_ai,Other Tech,fuzzy_match,0.9
pnku6ugnmz1w,API Design,tools_practices,Other Tech,fuzzy_match,0.9
pnku6ugnmz1w,Power BI,data_ml_ai,Other Tech,fuzzy_match,0.9
pnku6ugnmz1w,System Design,tools_practices,Other Tech,fuzzy_match,0.963
pnku6ugnmz1w,Domain-Driven Design,tools_practices,Other Tech,fuzzy_match,0.855
h66ch5xry7ex,JavaScript,programming_languages,Full Stack,wuzzuf_tag,1.0
h66ch5xry7ex,React,frameworks_libraries,Full Stack,wuzzuf_tag,1.0
h66ch5xry7ex,Node.js,frameworks_libraries,Full Stack,wuzzuf_tag,1.0
h66ch5xry7ex,ELK Stack,devops_cloud,Full Stack,fuzzy_match,0.9
h66ch5xry7ex,iOS Development,mobile,Full Stack,fuzzy_match,0.95
h66ch5xry7ex,Data Engineering,data_ml_ai,Full Stack,fuzzy_match,0.95
h66ch5xry7ex,Java,programming_languages,Full Stack,fuzzy_match,0.9
ifzpcrpe0yrh,API Design,tools_practices,Other Tech,fuzzy_match,0.9
ifzpcrpe0yrh,Adobe XD,tools_practices,Other Tech,fuzzy_match,0.9
ifzpcrpe0yrh,Design Patterns,tools_practices,Other Tech,fuzzy_match,0.855
jhdreghfmcoq,Reinforcement Learning,data_ml_ai,Other Tech,fuzzy_match,0.9
jhdreghfmcoq,iOS Development,mobile,Other Tech,fuzzy_match,0.95
jhdreghfmcoq,Service Mesh,tools_practices,Other Tech,fuzzy_match,0.9
jhdreghfmcoq,Digital Forensics,cybersecurity,Other Tech,fuzzy_match,0.9
jhdreghfmcoq,Cross-Platform Development,mobile,Other Tech,fuzzy_match,0.855
nvmlp5isbqeg,Reinforcement Learning,data_ml_ai,Other Tech,fuzzy_match,0.9
nvmlp5isbqeg,iOS Development,mobile,Other Tech,fuzzy_match,0.95
nvmlp5isbqeg,Service Mesh,tools_practices,Other Tech,fuzzy_match,0.9
nvmlp5isbqeg,Digital Forensics,cybersecurity,Other Tech,fuzzy_match,0.9
nvmlp5isbqeg,Cross-Platform Development,mobile,Other Tech,fuzzy_match,0.855
rwpdt6q20o5k,Digital Forensics,cybersecurity,Other Tech,fuzzy_match,0.9
rwpdt6q20o5k,Statistical Analysis,data_ml_ai,Other Tech,fuzzy_match,0.9
9mlazrpwimf2,Data Engineering,data_ml_ai,Other Tech,fuzzy_match,0.95
9mlazrpwimf2,Event-Driven Architecture,tools_practices,Other Tech,fuzzy_match,0.9
rv4mphfp3vux,API Design,tools_practices,Other Tech,fuzzy_match,0.9
rv4mphfp3vux,Data Engineering,data_ml_ai,Other Tech,fuzzy_match,0.95
rv4mphfp3vux,Event-Driven Architecture,tools_practices,Other Tech,fuzzy_match,0.9
aia2rzgf4x6t,Service Mesh,tools_practices,Other Tech,fuzzy_match,0.9
inyxznnybnhu,Service Mesh,tools_practices,Other Tech,fuzzy_match,0.9
inyxznnybnhu,GDPR Compliance,cybersecurity,Other Tech,fuzzy_match,0.9
yvk7a2vd6ijr,Statistical Analysis,data_ml_ai,Other Tech,fuzzy_match,0.9
yvk7a2vd6ijr,Service Mesh,tools_practices,Other Tech,fuzzy_match,0.9
yvk7a2vd6ijr,Data Engineering,data_ml_ai,Other Tech,fuzzy_match,0.855
eo72x3wqw8sn,Data Engineering,data_ml_ai,Other Tech,fuzzy_match,0.9
eo72x3wqw8sn,API Design,tools_practices,Other Tech,fuzzy_match,0.9
eo72x3wqw8sn,iOS Development,mobile,Other Tech,fuzzy_match,0.95
eo72x3wqw8sn,Design Patterns,tools_practices,Other Tech,fuzzy_match,0.855
eo72x3wqw8sn,Generative AI,data_ml_ai,Other Tech,fuzzy_match,0.855
uzllixmqunau,Cassandra,databases,Other Tech,fuzzy_match,0.9
jkvkbo0qfay3,Machine Learning,data_ml_ai,Other Tech,wuzzuf_tag,1.0
jkvkbo0qfay3,Data Engineering,data_ml_ai,Other Tech,wuzzuf_tag,1.0
jkvkbo0qfay3,Threat Intelligence,cybersecurity,Other Tech,fuzzy_match,0.9
jkvkbo0qfay3,iOS Development,mobile,Other Tech,fuzzy_match,0.95
jkvkbo0qfay3,Event-Driven Architecture,tools_practices,Other Tech,fuzzy_match,0.9
jkvkbo0qfay3,Deep Learning,data_ml_ai,Other Tech,fuzzy_match,0.9
jkvkbo0qfay3,Reinforcement Learning,data_ml_ai,Other Tech,fuzzy_match,0.855
xahiiydvlikl,iOS Development,mobile,Other Tech,fuzzy_match,0.95
xahiiydvlikl,Data Engineering,data_ml_ai,Other Tech,fuzzy_match,0.95
xahiiydvlikl,Recommendation Systems,data_ml_ai,Other Tech,fuzzy_match,0.9
xahiiydvlikl,Statistical Analysis,data_ml_ai,Other Tech,fuzzy_match,0.9
p4pzoizjqjn3,JavaScript,programming_languages,Full Stack,wuzzuf_tag,1.0
p4pzoizjqjn3,ELK Stack,devops_cloud,Full Stack,fuzzy_match,0.9
p4pzoizjqjn3,API Design,tools_practices,Full Stack,fuzzy_match,0.9
p4pzoizjqjn3,iOS Development,mobile,Full Stack,fuzzy_match,0.95
p4pzoizjqjn3,Data Engineering,data_ml_ai,Full Stack,fuzzy_match,0.95
p4pzoizjqjn3,Design Patterns,tools_practices,Full Stack,fuzzy_match,0.855
p4pzoizjqjn3,Java,programming_languages,Full Stack,fuzzy_match,0.9
mvzqkw6z2slj,Adobe XD,tools_practices,Other Tech,fuzzy_match,0.9
mvzqkw6z2slj,API Design,tools_practices,Other Tech,fuzzy_match,0.9
mvzqkw6z2slj,Domain-Driven Design,tools_practices,Other Tech,fuzzy_match,0.855
nsgohpxjixml,Data Engineering,data_ml_ai,Other Tech,fuzzy_match,0.9
w2xbznsdouje,iOS Development,mobile,Other Tech,fuzzy_match,0.95
w2xbznsdouje,Android Development,mobile,Other Tech,fuzzy_match,0.8571
w2xbznsdouje,Cross-Platform Development,mobile,Other Tech,fuzzy_match,0.855
i4tyqs3ivy8h,Service Mesh,tools_practices,Other Tech,fuzzy_match,0.9
z5m88hi8b5m0,Vulnerability Assessment,cybersecurity,Other Tech,fuzzy_match,0.9
blne8rf8kvkp,ETL,data_ml_ai,Other Tech,wuzzuf_tag,1.0
blne8rf8kvkp,Data Engineering,data_ml_ai,Other Tech,fuzzy_match,0.9
blne8rf8kvkp,Recommendation Systems,data_ml_ai,Other Tech,fuzzy_match,0.9
blne8rf8kvkp,iOS Development,mobile,Other Tech,fuzzy_match,0.95
blne8rf8kvkp,Mobile UI Design,mobile,Other Tech,fuzzy_match,0.9
blne8rf8kvkp,App Store Deployment,mobile,Other Tech,fuzzy_match,0.9
blne8rf8kvkp,Azure DevOps,devops_cloud,Other Tech,fuzzy_match,0.9
